Raw Characteristics,Parse Success,Listing ID,Price per unit,Floor,Condition,Location,Available from,Usable area,Layout,EPC,Plot space,Plot type,Age,Total floors
"{""Listing ID"": ""902415"", ""Layout"": ""2+kk"", ""Fully furnished"": ""Fully furnished"", ""Condition"": ""Very good"", ""Building construction"": ""Brick"", ""Užitná plocha"": ""41m²"", ""Location"": ""The quiet part"", ""Available from"": ""05/05/2025"", ""Floor"": ""1. podlaží z 2"", ""Price per unit"": ""CZK 268/ m2"", """": ""Parking""}",True,902415,CZK 268/ m2,1. podlaží z 2,Very good,The quiet part,05/05/2025,41m²,2+kk,,,,,
"{""Listing ID"": ""902420"", ""Plot space"": ""6,343m²"", ""Plot type"": ""Garden"", ""Location"": ""Solitude"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 44/ m2"", """": ""MHD 4 minutes on foot""}",True,902420,CZK 44/ m2,,Very good,Solitude,,,,,"6,343m²",Garden,,
"{""Listing ID"": ""607949"", ""Location"": ""The quiet part"", ""Plot space"": ""398m²"", ""Price per unit"": ""CZK 7,538/ m2"", ""Plocha"": ""420m²"", ""Available from"": ""13/05/2020"", ""Plot type"": ""Building"", """": ""MHD 3 minutes on foot""}",True,607949,"CZK 7,538/ m2",,,The quiet part,13/05/2020,,,,398m²,Building,,
"{""Listing ID"": ""902424"", ""Plot space"": ""1,027m²"", ""Plot type"": ""Field"", ""Location"": ""Solitude"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 34/ m2"", """": ""MHD 1 minute by car""}",True,902424,CZK 34/ m2,,Very good,Solitude,,,,,"1,027m²",Field,,
"{""Listing ID"": ""886678"", ""Layout"": ""2+kk"", ""Available from"": ""02/06/2025"", ""Floor"": ""8. podlaží"", ""Building construction"": ""Prefab concrete"", ""Water"": ""From a public source"", ""Price per unit"": ""CZK 357/ m2"", ""Užitná plocha"": ""42m²"", ""Location"": ""The quiet part"", ""Condition"": ""Very good"", ""Ownership"": ""Personal"", ""EPC"": ""C - Economical"", ""Sewage"": ""Public sewage"", """": ""MHD 2 minutes on foot""}",True,886678,CZK 357/ m2,8. podlaží,Very good,The quiet part,02/06/2025,42m²,2+kk,C - Economical,,,,
"{""Listing ID"": ""902429"", ""Plot space"": ""1,281m²"", ""Plot type"": ""Field"", ""Location"": ""Solitude"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 47/ m2"", """": ""MHD 8 minutes on foot""}",True,902429,CZK 47/ m2,,Very good,Solitude,,,,,"1,281m²",Field,,
"{""Listing ID"": ""902430"", ""Plot space"": ""2,045m²"", ""Plot type"": ""Field"", ""Location"": ""Solitude"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 44/ m2"", """": ""MHD 7 minutes on foot""}",True,902430,CZK 44/ m2,,Very good,Solitude,,,,,"2,045m²",Field,,
"{""Listing ID"": ""879908"", ""Layout"": ""3+kk"", ""Fully furnished"": ""Fully furnished"", ""Condition"": ""Very good"", ""Building construction"": ""Brick"", ""Užitná plocha"": ""155m²"", ""Location"": ""The quiet part"", ""Available from"": ""28/05/2025"", ""Floor"": ""Ground floor"", ""Price per unit"": ""CZK 239/ m2"", """": ""Front garden 79 m²""}",True,879908,CZK 239/ m2,Ground floor,Very good,The quiet part,28/05/2025,155m²,3+kk,,,,,
"{""Listing ID"": ""902431"", ""Plot space"": ""15,269m²"", ""Plot type"": ""Field"", ""Location"": ""Polosamota"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 190/ m2"", """": ""MHD 8 minutes on foot""}",True,902431,CZK 190/ m2,,Very good,Polosamota,,,,,"15,269m²",Field,,
"{""Listing ID"": ""902433"", ""Plot space"": ""3,444m²"", ""Plot type"": ""Garden"", ""Location"": ""Solitude"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 61/ m2"", """": ""MHD 4 minutes by car""}",True,902433,CZK 61/ m2,,Very good,Solitude,,,,,"3,444m²",Garden,,
"{""Listing ID"": ""880798"", ""Poloha nebytového prostoru"": ""In the block"", ""Fully furnished"": ""Unfurnished"", ""Condition"": ""In the reconstruction"", ""Price per unit"": ""CZK 3/ m2"", ""Plocha nebytového prostoru"": ""41m²"", ""Location"": ""The quiet part"", ""Available from"": ""08/02/2025"", ""Building construction"": ""Brick""}",True,880798,CZK 3/ m2,,In the reconstruction,The quiet part,08/02/2025,,,,,,,
"{""Listing ID"": ""886318"", ""Layout"": ""1 bedroom"", ""Fully furnished"": ""Partly"", ""Condition"": ""Very good"", ""Ownership"": ""Personal"", ""Designe"": ""Standard"", ""Užitná plocha"": ""34m²"", ""Location"": ""The quiet part"", ""Available from"": ""01/05/2025"", ""Floor"": ""1. podlaží z 5"", ""Building construction"": ""Brick"", ""Price per unit"": ""CZK 397/ m2"", """": ""Terrace/deck: 4 m²""}",True,886318,CZK 397/ m2,1. podlaží z 5,Very good,The quiet part,01/05/2025,34m²,1 bedroom,,,,,
"{""Listing ID"": ""880203"", ""Layout"": ""2+kk"", ""Fully furnished"": ""Unfurnished"", ""Condition"": ""Under construction"", ""Ownership"": ""Personal"", ""EPC"": ""B - Very economical"", ""Užitná plocha"": ""58m²"", ""Location"": ""The quiet part"", ""Available from"": ""30/06/2025"", ""Floor"": ""3. podlaží z 5"", ""Building construction"": ""Mixed"", ""Price per unit"": ""CZK 141,379/ m2"", """": ""Lift""}",True,880203,"CZK 141,379/ m2",3. podlaží z 5,Under construction,The quiet part,30/06/2025,58m²,2+kk,B - Very economical,,,,
"{""Listing ID"": ""902434"", ""Poloha nemovitosti"": ""Separate"", ""Available from"": ""05/05/2025"", ""Building construction"": ""Brick"", ""Plocha garáže"": ""115m²"", ""Fully furnished"": ""Unfurnished"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 104/ m2"", """": ""MHD 2 minutes on foot""}",True,902434,CZK 104/ m2,,Very good,,05/05/2025,,,,,,,
"{""Listing ID"": ""902435"", ""Plot space"": ""3,606m²"", ""Plot type"": ""Garden"", ""Location"": ""Polosamota"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 57/ m2"", """": ""MHD 5 minutes on foot""}",True,902435,CZK 57/ m2,,Very good,Polosamota,,,,,"3,606m²",Garden,,
"{""Listing ID"": ""902436"", ""Poloha nemovitosti"": ""Separate"", ""Available from"": ""01/06/2025"", ""Building construction"": ""Brick"", ""Plocha garáže"": ""14m²"", ""Fully furnished"": ""Unfurnished"", ""Condition"": ""New-build"", ""Price per unit"": ""CZK 121/ m2"", """": ""MHD 3 minutes on foot""}",True,902436,CZK 121/ m2,,New-build,,01/06/2025,,,,,,,
"{""Listing ID"": ""901681"", ""Layout"": ""2+kk"", ""Fully furnished"": ""Fully furnished"", ""Condition"": ""Good"", ""Building construction"": ""Brick"", ""Užitná plocha"": ""54m²"", ""Location"": ""The quiet part"", ""Available from"": ""02/05/2025"", ""Floor"": ""1. podlaží z 4"", ""Price per unit"": ""CZK 313/ m2""}",True,901681,CZK 313/ m2,1. podlaží z 4,Good,The quiet part,02/05/2025,54m²,2+kk,,,,,
"{""Listing ID"": ""729013"", ""Poloha rekreačního objektu"": ""Separate"", ""Available from"": ""05/04/2025"", ""Condition"": ""Good"", ""EPC"": ""G - Extremely uneconomical"", ""Užitná plocha"": ""80m²"", ""Location"": ""The quiet part"", ""Plot space"": ""316m²"", ""Building construction"": ""Mixed"", ""Price per unit"": ""CZK 29,988/ m2"", """": ""MHD 3 minutes on foot""}",True,729013,"CZK 29,988/ m2",,Good,The quiet part,05/04/2025,80m²,,G - Extremely uneconomical,316m²,,,
"{""Listing ID"": ""877655"", ""Available from"": ""11/01/2025"", ""Ownership"": ""Personal"", ""Price per unit"": ""CZK 3,918/ m2"", ""Location"": ""The quiet part"", ""Plot space"": ""1,054m²"", ""Plot type"": ""Building""}",True,877655,"CZK 3,918/ m2",,,The quiet part,11/01/2025,,,,"1,054m²",Building,,
"{""Listing ID"": ""877656"", ""Available from"": ""11/01/2025"", ""Ownership"": ""Personal"", ""Price per unit"": ""CZK 3,985/ m2"", ""Location"": ""The quiet part"", ""Plot space"": ""1,305m²"", ""Plot type"": ""Building""}",True,877656,"CZK 3,985/ m2",,,The quiet part,11/01/2025,,,,"1,305m²",Building,,
"{""Listing ID"": ""902440"", ""Poloha nebytového prostoru"": ""In the block"", ""Available from"": ""05/05/2025"", ""Building construction"": ""Brick"", ""Plocha nebytového prostoru"": ""55m²"", ""Fully furnished"": ""Partly"", ""Condition"": ""Good"", ""Price per unit"": ""CZK 300/ m2""}",True,902440,CZK 300/ m2,,Good,,05/05/2025,,,,,,,
"{""Listing ID"": ""902442"", ""Plot space"": ""2,642m²"", ""Plot type"": ""Field"", ""Location"": ""Solitude"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 36/ m2"", """": ""MHD 4 minutes by car""}",True,902442,CZK 36/ m2,,Very good,Solitude,,,,,"2,642m²",Field,,
"{""Listing ID"": ""281217"", ""Layout"": ""2+kk"", ""Fully furnished"": ""Fully furnished"", ""Ownership"": ""Personal"", ""EPC"": ""D - Less economical"", ""Price per unit"": ""CZK 396/ m2"", ""Užitná plocha"": ""48m²"", ""Location"": ""The quiet part"", ""Available from"": ""01/05/2025"", ""Building construction"": ""Brick"", ""Heating"": ""Gas boiler"", """": ""MHD 3 minutes on foot""}",True,281217,CZK 396/ m2,,,The quiet part,01/05/2025,48m²,2+kk,D - Less economical,,,,
"{""Listing ID"": ""879020"", ""Layout"": ""2+kk"", ""Fully furnished"": ""Fully furnished"", ""Condition"": ""New-build"", ""Ownership"": ""Personal"", ""EPC"": ""G - Extremely uneconomical"", ""Užitná plocha"": ""80m²"", ""Location"": ""The Edge"", ""Available from"": ""24/01/2025"", ""Floor"": ""Ground floor"", ""Building construction"": ""Brick"", ""Price per unit"": ""CZK 99,975/ m2"", """": ""Front garden 6 m²""}",True,879020,"CZK 99,975/ m2",Ground floor,New-build,The Edge,24/01/2025,80m²,2+kk,G - Extremely uneconomical,,,,
"{""Listing ID"": ""886815"", ""Available from"": ""02/04/2025"", ""Ownership"": ""Personal"", ""Price per unit"": ""CZK 10,897/ m2"", ""Location"": ""The quiet part"", ""Plot space"": ""780m²"", ""Plot type"": ""Building""}",True,886815,"CZK 10,897/ m2",,,The quiet part,02/04/2025,,,,780m²,Building,,
"{""Listing ID"": ""902444"", ""Layout"": ""3+1"", ""Fully furnished"": ""Partly"", ""Condition"": ""Very good"", ""Building construction"": ""Prefab concrete"", ""Price per unit"": ""CZK 192/ m2"", ""Užitná plocha"": ""78m²"", ""Location"": ""The quiet part"", ""Available from"": ""05/05/2025"", ""Floor"": ""5. podlaží z 9"", ""Reconstruction"": ""Bathroom unit"", """": ""Lift""}",True,902444,CZK 192/ m2,5. podlaží z 9,Very good,The quiet part,05/05/2025,78m²,3+1,,,,,
"{""Listing ID"": ""875105"", ""Layout"": ""2+kk"", ""Fully furnished"": ""Partly"", ""Condition"": ""New-build"", ""Ownership"": ""Personal"", ""Heating"": ""Electric boiler"", ""Price per unit"": ""CZK 325/ m2"", ""Užitná plocha"": ""40m²"", ""Location"": ""The quiet part"", ""Available from"": ""21/05/2025"", ""Floor"": ""1. podlaží z 2"", ""Building construction"": ""Brick"", ""Designe"": ""Standard"", """": ""MHD 5 minutes on foot""}",True,875105,CZK 325/ m2,1. podlaží z 2,New-build,The quiet part,21/05/2025,40m²,2+kk,,,,,
"{""Listing ID"": ""883000"", ""Layout"": ""4+kk"", ""Location"": ""The quiet part"", ""Available from"": ""28/02/2025"", ""Condition"": ""Good"", ""Building construction"": ""Brick"", ""Price per unit"": ""CZK 50,763/ m2"", ""Užitná plocha"": ""118m²"", ""Poloha domu"": ""Separate"", ""Fully furnished"": ""Partly"", ""Plot space"": ""736m²"", ""Ownership"": ""Personal"", ""EPC"": ""G - Extremely uneconomical""}",True,883000,"CZK 50,763/ m2",,Good,The quiet part,28/02/2025,118m²,4+kk,G - Extremely uneconomical,736m²,,,
"{""Listing ID"": ""865581"", ""Layout"": ""6+kk"", ""Location"": ""The quiet part"", ""Available from"": ""02/10/2024"", ""Condition"": ""Good"", ""EPC"": ""G - Extremely uneconomical"", ""Heating"": ""Central"", ""Price per unit"": ""CZK 21,663/ m2"", ""Užitná plocha"": ""240m²"", ""Poloha domu"": ""Separate"", ""Fully furnished"": ""Unfurnished"", ""Plot space"": ""452m²"", ""Building construction"": ""Brick"", ""Age"": ""10 to 30 years"", ""Designe"": ""Standard"", """": ""MHD 4 minutes on foot""}",True,865581,"CZK 21,663/ m2",,Good,The quiet part,02/10/2024,240m²,6+kk,G - Extremely uneconomical,452m²,,10 to 30 years,
"{""Listing ID"": ""902450"", ""Layout"": ""2+kk"", ""Fully furnished"": ""Fully furnished"", ""Condition"": ""New-build"", ""Building construction"": ""Brick"", ""Age"": ""Up to 10 years"", ""Price per unit"": ""CZK 397/ m2"", ""Užitná plocha"": ""58m²"", ""Location"": ""The quiet part"", ""Available from"": ""15/05/2025"", ""Floor"": ""1. podlaží z 3"", ""EPC"": ""B - Very economical"", ""Heating"": ""Central"", """": ""Loggia balcony: 2 m²""}",True,902450,CZK 397/ m2,1. podlaží z 3,New-build,The quiet part,15/05/2025,58m²,2+kk,B - Very economical,,,Up to 10 years,
"{""Listing ID"": ""902452"", ""Layout"": ""2+kk"", ""Fully furnished"": ""Partly"", ""Condition"": ""Good"", ""Building construction"": ""Brick"", ""Užitná plocha"": ""39m²"", ""Location"": ""The quiet part"", ""Available from"": ""05/05/2025"", ""Floor"": ""3. podlaží z 3"", ""Price per unit"": ""CZK 333/ m2"", """": ""Parking""}",True,902452,CZK 333/ m2,3. podlaží z 3,Good,The quiet part,05/05/2025,39m²,2+kk,,,,,
"{""Listing ID"": ""526138"", ""Layout"": ""Studio"", ""Fully furnished"": ""Fully furnished"", ""Floor"": ""4. podlaží"", ""Building construction"": ""Prefab concrete"", ""Reconstruction"": ""Complete"", ""Price per unit"": ""CZK 425/ m2"", ""Užitná plocha"": ""40m²"", ""Location"": ""The quiet part"", ""Available from"": ""01/06/2025"", ""Ownership"": ""Personal"", ""Heating"": ""Central"", ""Designe"": ""Standard"", """": ""Lift""}",True,526138,CZK 425/ m2,4. podlaží,,The quiet part,01/06/2025,40m²,Studio,,,,,
"{""Listing ID"": ""519502"", ""Layout"": ""Other"", ""Fully furnished"": ""Partly"", ""Floor"": ""3. podlaží"", ""Building construction"": ""Brick"", ""Price per unit"": ""CZK 500/ m2"", ""Plocha nebytového prostoru"": ""5m²"", ""Location"": ""The quiet part"", ""Available from"": ""05/05/2025"", ""Ownership"": ""Personal"", ""EPC"": ""C - Economical"", """": ""MHD 2 minutes on foot""}",True,519502,CZK 500/ m2,3. podlaží,,The quiet part,05/05/2025,,Other,C - Economical,,,,
"{""Listing ID"": ""886740"", ""Layout"": ""Studio"", ""Fully furnished"": ""Partly"", ""Condition"": ""New-build"", ""Ownership"": ""Personal"", ""EPC"": ""B - Very economical"", ""Užitná plocha"": ""41m²"", ""Location"": ""Residences"", ""Available from"": ""01/07/2025"", ""Floor"": ""1. podlaží z 5"", ""Building construction"": ""Brick"", ""Price per unit"": ""CZK 256/ m2"", """": ""MHD 9 minutes on foot""}",True,886740,CZK 256/ m2,1. podlaží z 5,New-build,Residences,01/07/2025,41m²,Studio,B - Very economical,,,,
"{""Listing ID"": ""855869"", ""Poloha rekreačního objektu"": ""Separate"", ""Fully furnished"": ""Fully furnished"", ""Plot space"": ""525m²"", ""Building construction"": ""Brick"", ""Price per unit"": ""CZK 37,469/ m2"", ""Užitná plocha"": ""32m²"", ""Location"": ""The quiet part"", ""Available from"": ""10/05/2025"", ""Condition"": ""Good"", ""EPC"": ""G - Extremely uneconomical"", """": ""Basement: 1.5 m²""}",True,855869,"CZK 37,469/ m2",,Good,The quiet part,10/05/2025,32m²,,G - Extremely uneconomical,525m²,,,
"{""Listing ID"": ""886536"", ""Layout"": ""Studio"", ""Fully furnished"": ""Fully furnished"", ""Condition"": ""Very good"", ""Ownership"": ""Personal"", ""EPC"": ""C - Economical"", ""Užitná plocha"": ""26m²"", ""Location"": ""The quiet part"", ""Available from"": ""01/06/2025"", ""Floor"": ""4. podlaží z 5"", ""Building construction"": ""Brick"", ""Price per unit"": ""CZK 173,077/ m2"", """": ""MHD 1 minute on foot""}",True,886536,"CZK 173,077/ m2",4. podlaží z 5,Very good,The quiet part,01/06/2025,26m²,Studio,C - Economical,,,,
"{""Listing ID"": ""902460"", ""Plot space"": ""12,960m²"", ""Plot type"": ""Field"", ""Location"": ""Polosamota"", ""Condition"": ""Very good"", ""Price per unit"": ""CZK 1,080/ m2"", """": ""MHD 3 minutes on foot""}",True,902460,"CZK 1,080/ m2",,Very good,Polosamota,,,,,"12,960m²",Field,,
"{""Listing ID"": ""901671"", ""Layout"": ""Studio"", ""Fully furnished"": ""Partly"", ""Condition"": ""New-build"", ""Ownership"": ""Personal"", ""EPC"": ""B - Very economical"", ""Užitná plocha"": ""26m²"", ""Location"": ""Residences"", ""Available from"": ""02/06/2025"", ""Floor"": ""3. podlaží z 4"", ""Building construction"": ""Brick"", ""Price per unit"": ""CZK 211,154/ m2"", """": ""Basement: 2.5 m²""}",True,901671,"CZK 211,154/ m2",3. podlaží z 4,New-build,Residences,02/06/2025,26m²,Studio,B - Very economical,,,,
"{""Listing ID"": ""884520"", ""Layout"": ""2+kk"", ""Fully furnished"": ""Partly"", ""Condition"": ""Very good"", ""Building construction"": ""Brick"", ""Heating"": ""Electric boiler"", ""Price per unit"": ""CZK 375/ m2"", ""Užitná plocha"": ""48m²"", ""Location"": ""The quiet part"", ""Available from"": ""19/05/2025"", ""Floor"": ""Ground floor"", ""EPC"": ""G - Extremely uneconomical"", ""Reconstruction"": ""Complete"", """": ""Front garden 400 m²""}",True,884520,CZK 375/ m2,Ground floor,Very good,The quiet part,19/05/2025,48m²,2+kk,G - Extremely uneconomical,,,,
"{""Listing ID"": ""813002"", ""Layout"": ""Studio"", ""Fully furnished"": ""Fully furnished"", ""Condition"": ""Very good"", ""Building construction"": ""Mixed"", ""Price per unit"": ""CZK 176/ m2"", ""Užitná plocha"": ""34m²"", ""Location"": ""The quiet part"", ""Available from"": ""15/11/2023"", ""Floor"": ""4. podlaží z 5"", ""EPC"": ""A - Extremely economical"", """": ""MHD 3 minutes on foot""}",True,813002,CZK 176/ m2,4. podlaží z 5,Very good,The quiet part,15/11/2023,34m²,Studio,A - Extremely economical,,,,
"{""Listing ID"": ""812998"", ""Layout"": ""Studio"", ""Fully furnished"": ""Fully furnished"", ""Condition"": ""Very good"", ""Building construction"": ""Mixed"", ""Price per unit"": ""CZK 280/ m2"", ""Užitná plocha"": ""25m²"", ""Location"": ""The quiet part"", ""Available from"": ""15/11/2023"", ""Floor"": ""4. podlaží z 5"", ""EPC"": ""A - Extremely economical"", """": ""MHD 3 minutes on foot""}",True,812998,CZK 280/ m2,4. podlaží z 5,Very good,The quiet part,15/11/2023,25m²,Studio,A - Extremely economical,,,,
"{""Listing ID"": ""870496"", ""Layout"": ""3+kk"", ""Location"": ""The quiet part"", ""Available from"": ""03/11/2024"", ""Condition"": ""Before reconstruction"", ""EPC"": ""G - Extremely uneconomical"", ""Total floors"": ""1"", ""Užitná plocha"": ""100m²"", ""Poloha domu"": ""Separate"", ""Fully furnished"": ""Unfurnished"", ""Plot space"": ""617m²"", ""Building construction"": ""Mixed"", ""Age"": ""Over 50 years"", ""Price per unit"": ""CZK 39,990/ m2"", """": ""MHD 2 minutes on foot""}",True,870496,"CZK 39,990/ m2",,Before reconstruction,The quiet part,03/11/2024,100m²,3+kk,G - Extremely uneconomical,617m²,,Over 50 years,1
"{""Listing ID"": ""902467"", ""Layout"": ""3+kk"", ""Fully furnished"": ""Fully furnished"", ""Condition"": ""New-build"", ""Building construction"": ""Brick"", ""Užitná plocha"": ""81m²"", ""Location"": ""The quiet part"", ""Available from"": ""01/06/2025"", ""Floor"": ""5. podlaží z 5"", ""Price per unit"": ""CZK 432/ m2"", """": ""Lift""}",True,902467,CZK 432/ m2,5. podlaží z 5,New-build,The quiet part,01/06/2025,81m²,3+kk,,,,,
"{""Listing ID"": ""204509"", ""Layout"": ""2 bedroom"", ""Fully furnished"": ""Unfurnished"", ""Condition"": ""Very good"", ""Ownership"": ""Personal"", ""Heating"": ""Gas boiler"", ""Price per unit"": ""CZK 219/ m2"", ""Užitná plocha"": ""64m²"", ""Location"": ""The quiet part"", ""Available from"": ""01/06/2025"", ""Floor"": ""2. podlaží"", ""Building construction"": ""Brick"", ""Designe"": ""Standard"", """": ""Basement: 2 m²""}",True,204509,CZK 219/ m2,2. podlaží,Very good,The quiet part,01/06/2025,64m²,2 bedroom,,,,,
